Артикул;pname;"prevprice";;;"curprice";;;cengroup;"ostatki";nds?;CURRENCY
0476;Сковорода EXPLOSION 28х5,5см из литого алюминия, с бакелитовой ручкой,  с индукционным дном, с антипригарным мраморным покрытием Whitford marble. Толщина: 5,0мм/2,0мм;5403,00;руб.;шт;2702,00;руб.;шт;Акция -50%;50;N;RUB
0481;Сковорода TENDRIL 28х5,3см. ручка с силиконовым покрытием, покрытие: Greblon антипригарное, цвет:внутренний белый, снаружи бежевый (алюминий, индукционное дно);5581,00;руб.;шт;2791,00;руб.;шт;Акция -50%;50;N;RUB
0487;Сковорода GEMIOLA 24х5см. литой алюминий, индукционное дно, антипригарное покрытие ILAG ULTINATE;4109,00;руб.;шт;2055,00;руб.;шт;Акция -50%;50;N;RUB
0491;Сковорода блинная SHAFRAN со съемной ручкой, 25см. Материал: литой алюминий. Толщина: 1,8/3,5мм. Покрытие: Ilag Ultimate. Цвет: черный/зеленый;3686,00;руб.;шт;1790,00;руб.;шт;Распродажа;50;N;RUB
0492;Сковорода блинная SHAFRAN со съемной ручкой, 28см. Материал: литой алюминий. Толщина: 1,8/3,5мм. Покрытие: Ilag Ultimate. Цвет: черный/зеленый;4258,00;руб.;шт;3490,00;руб.;шт;Распродажа;50;N;RUB
0495;Сотейник CHIC 24x8см/3,0л индукционное дно, цвет темно-фиолетовый Материал: Литой алюминий, Внутреннее антипригарное покрытие ILAG ULTIMATE;9230,00;руб.;шт;6461,00;руб.;шт;Акция -30%;50;N;RUB
0497;Кастрюля CHIC 20x10см/2,6л индукционное дно, цвет темно-фиолетовый Материал: Литой алюминий, Внутреннее антипригарное покрытие ILAG ULTIMATE;8358,00;руб.;шт;5851,00;руб.;шт;Акция -30%;50;N;RUB
0498;Кастрюля CHIC 24x11,5см/4,4л индукционное дно, цвет темно-фиолетовый Материал: Литой алюминий, Внутреннее антипригарное покрытие ILAG ULTIMATE;9702,00;руб.;шт;6792,00;руб.;шт;Акция -30%;50;N;RUB
0499;Кастрюля CHIC 28x13,5см/7,0л индукционное дно, цвет темно-фиолетовый Материал: Литой алюминий, Внутреннее антипригарное покрытие ILAG ULTIMATE;12041,00;руб.;шт;8429,00;руб.;шт;Акция -30%;50;N;RUB
0502;Сковорода AVIORA 20х4,0 см. Материал: алюминий, индукционное дно, внутри керамическое покрытие бежевого цвета, снаружи черная;2526,00;руб.;шт;1263,00;руб.;шт;Акция -50%;50;N;RUB
0503;Сковорода AVIORA 24х4,7 см. Материал: алюминий, индукционное дно, внутри керамическое покрытие бежевого цвета, снаружи черная;3287,00;руб.;шт;1644,00;руб.;шт;Акция -50%;50;N;RUB
0507;Сковорода AMELIE 26х5,3 см. Материал: алюминий, индукционное дно, внутри керамическое покрытие бежевого цвета;3825,00;руб.;шт;2295,00;руб.;шт;Акция -40%;50;N;RUB
0508;Сковорода AMELIE 28х5,3 см. Материал: алюминий, индукционное дно, внутри керамическое покрытие бежевого цвета;4224,00;руб.;шт;2535,00;руб.;шт;Акция -40%;50;N;RUB
0509;Кастрюля ZENIT 22x10,8см / 3,4л из литого алюминия со стеклянной крышкой, мраморным антипригарным покрытием Whitford Marble, индукционным дном и прихватками. Толщина: 2,0/5,0мм;6198,00;руб.;шт;3719,00;руб.;шт;Акция -40%;50;N;RUB
0510;Кастрюля ZENIT 24x11,3см / 4,3л из литого алюминия со стеклянной крышкой, мраморным антипригарным покрытием Whitford Marble, индукционным дном и прихватками. Толщина: 2,0/5,0мм;7127,00;руб.;шт;4277,00;руб.;шт;Акция -40%;50;N;RUB
0511;Кастрюля ZENIT 28x12,7см / 6,7л из литого алюминия со стеклянной крышкой, мраморным антипригарным покрытием Whitford Marble и индукционным дном и прихватками. Толщина: 2,0/5,0мм;8734,00;руб.;шт;5241,00;руб.;шт;Акция -40%;50;N;RUB
0514-S;0514-S STAHLBERG Кастрюля SFERA 28х11,3см/5,2л Материал : литой алюминий, ECL керамическое покрытие кремового цвета, индукционное дно;6949,00;руб.;шт;3475,00;руб.;шт;Акция -50%;50;N;RUB
0515-S;0515-S STAHLBERG Сковорода SFERA 20х4,5см Материал : литой алюминий, ECL керамическое покрытие кремового цвета, индукционное дно;4216,00;руб.;шт;2108,00;руб.;шт;Акция -50%;50;N;RUB
0516-S;0516-S STAHLBERG Сковорода SFERA 24х5,0см Материал : литой алюминий, ECL керамическое покрытие кремового цвета, индукционное дно;4870,00;руб.;шт;2435,00;руб.;шт;Акция -50%;50;N;RUB
0517-S;0517-S STAHLBERG Сковорода SFERA 28х5,5см Материал : литой алюминий, ECL керамическое покрытие кремового цвета, индукционное дно;5424,00;руб.;шт;2712,00;руб.;шт;Акция -50%;50;N;RUB
0518;"Кастрюля BAVARI 24x12,5см/2.0л из литого алюминия со стеклянной крышкой, с индукционным дном, с 4-слойным мраморным антипригарным покрытием Whitford, с  бакелитовой ручкой с покрытием ""soft touch"". Толщина: 1,8/5мм";6101,00;руб.;шт;3900,00;руб.;шт;Распродажа;50;N;RUB
0519;"Кастрюля BAVARI 28x13,5см/2.0л из литого алюминия со стеклянной крышкой, с индукционным дном, с 4-слойным мраморным антипригарным покрытием Whitford, с  бакелитовой ручкой с покрытием ""soft touch"". Толщина: 1,8/5мм";7613,00;руб.;шт;4900,00;руб.;шт;Распродажа;50;N;RUB
0520;Сковорода MABELLE 20х4,5см с бакелитовой ручкой с покрытием Soft-touch, с индукционным дном, с двуслойным  антипригарным покрытием. Материал: кованый алюминий. Цвет: черный.;2035,00;руб.;шт;890,00;руб.;шт;Распродажа;50;N;RUB
0521;Сковорода MABELLE 24х5см с бакелитовой ручкой с покрытием Soft-touch, с индукционным дном, с двуслойным  антипригарным покрытием. Материал: кованый алюминий. Цвет: черный.;2555,00;руб.;шт;1190,00;руб.;шт;Распродажа;50;N;RUB
0522;Сковорода MABELLE 26х5,3см с бакелитовой ручкой с покрытием Soft-touch, с индукционным дном, с двуслойным  антипригарным покрытием. Материал: кованый алюминий. Цвет: черный.;2814,00;руб.;шт;1190,00;руб.;шт;Распродажа;50;N;RUB
0523;Сковорода MABELLE 24х6см с бакелитовой ручкой с покрытием Soft-touch, с индукционным дном, с двуслойным  антипригарным покрытием. Материал: кованый алюминий. Цвет: серый.;3156,00;руб.;шт;1390,00;руб.;шт;Распродажа;50;N;RUB
0524;Сковорода MILADY 24х5,3см Материал: литой алюминий,  индукционное дно, внутри мраморное покрытие, снаружи черное покрытие PTFE, бакелитовая ручка soft-touch;4909,00;руб.;шт;3437,00;руб.;шт;Акция -30%;50;N;RUB
0525;Сковорода MILADY 28х6см Материал: литой алюминий,  индукционное дно, внутри мраморное покрытие, снаружи черное покрытие PTFE, бакелитовая ручка soft-touch;5870,00;руб.;шт;4109,00;руб.;шт;Акция -30%;50;N;RUB
0526;Кастрюля MILADY 20х10см/2,65л Материал: литой алюминий,  индукционное дно, внутри мраморное покрытие, снаружи черное покрытие PTFE, боковые ручки с силиконовым покрытием;6014,00;руб.;шт;4210,00;руб.;шт;Акция -30%;50;N;RUB
